Dataset,#TrainingRelease,Classifier,Balancing,Feature Selection,Sensitivity,TP,FP,TN,FN,Precision,Recall,AUC,Kappa
OPENJPA,13,NAIVE BAYES,NO,BEST FIRST,SENSITIVE THRESHOLD,99,94,3103,563,0.5129533678756477,0.14954682779456194,0.5600721314449819,0.16707113508171864,
OPENJPA,14,NAIVE BAYES,NO,BEST FIRST,SENSITIVE THRESHOLD,4,0,3133,655,1.0,0.006069802731411229,0.5030349013657056,0.009990338102633323,
OPENJPA,15,NAIVE BAYES,NO,BEST FIRST,SENSITIVE THRESHOLD,55,53,3133,588,0.5092592592592593,0.08553654743390357,0.5344506340433799,0.10315450301111777,
OPENJPA,16,NAIVE BAYES,NO,BEST FIRST,SENSITIVE THRESHOLD,40,110,3558,165,0.26666666666666666,0.1951219512195122,0.5825664281724605,0.18907961306974508,
OPENJPA,17,NAIVE BAYES,NO,BEST FIRST,SENSITIVE THRESHOLD,0,109,3805,0,0.0,NaN,NaN,0.0,
OPENJPA,1,IBK,NO,BEST FIRST,SENSITIVE THRESHOLD,339,18,660,17,0.9495798319327731,0.952247191011236,0.9628492592224321,0.9250814601973262,
OPENJPA,2,IBK,NO,BEST FIRST,SENSITIVE THRESHOLD,355,0,842,28,1.0,0.9268929503916449,0.9634464751958225,0.9457381509839903,
OPENJPA,3,IBK,NO,BEST FIRST,SENSITIVE THRESHOLD,382,0,859,63,1.0,0.8584269662921349,0.9292134831460674,0.8887474472798973,
OPENJPA,4,IBK,NO,BEST FIRST,SENSITIVE THRESHOLD,451,19,900,18,0.9595744680851064,0.9616204690831557,0.9704729113642111,0.9404548785351873,
OPENJPA,5,IBK,NO,BEST FIRST,SENSITIVE THRESHOLD,463,6,1580,130,0.9872068230277186,0.7807757166947723,0.8884963072755072,0.8314181301852704,
OPENJPA,6,IBK,NO,BEST FIRST,SENSITIVE THRESHOLD,580,9,1615,14,0.9847198641765704,0.9764309764309764,0.9854445522548971,0.9734876793118251,
OPENJPA,7,IBK,NO,BEST FIRST,SENSITIVE THRESHOLD,592,530,1417,882,0.5276292335115864,0.4016282225237449,0.5647072802397872,0.1332807010618561,
OPENJPA,8,IBK,NO,BEST FIRST,SENSITIVE THRESHOLD,1487,27,815,41,0.9821664464993395,0.9731675392670157,0.9705505154767382,0.9376015388213211,
OPENJPA,9,IBK,NO,BEST FIRST,SENSITIVE THRESHOLD,1435,93,933,244,0.9391361256544503,0.8546754020250149,0.8820160635856069,0.7427742965328419,
OPENJPA,10,IBK,NO,BEST FIRST,SENSITIVE THRESHOLD,1670,9,3407,185,0.9946396664681358,0.9002695417789758,0.948817440678715,0.9175252027966974,
OPENJPA,11,IBK,NO,BEST FIRST,SENSITIVE THRESHOLD,604,1441,1151,24,0.29535452322738387,0.9617834394904459,0.7029210407328772,0.21880123341072505,
OPENJPA,12,IBK,NO,BEST FIRST,SENSITIVE THRESHOLD,636,87,2960,68,0.8796680497925311,0.9034090909090909,0.9374282080735149,0.8658717007179056,
OPENJPA,13,IBK,NO,BEST FIRST,SENSITIVE THRESHOLD,640,116,3081,22,0.8465608465608465,0.9667673716012085,0.9652416776679799,0.8808928773519287,
OPENJPA,14,IBK,NO,BEST FIRST,SENSITIVE THRESHOLD,654,3,3130,5,0.9954337899543378,0.992412746585736,0.9957275989551725,0.9926446520248302,
OPENJPA,15,IBK,NO,BEST FIRST,SENSITIVE THRESHOLD,642,16,3170,1,0.9756838905775076,0.9984447900466563,0.9967114094614952,0.9842593391935516,
OPENJPA,16,IBK,NO,BEST FIRST,SENSITIVE THRESHOLD,203,449,3219,2,0.3113496932515337,0.9902439024390244,0.933916934861824,0.42764940899607806,
OPENJPA,17,IBK,NO,BEST FIRST,SENSITIVE THRESHOLD,0,209,3705,0,0.0,NaN,NaN,0.0,
OPENJPA,1,RANDOM FOREST,NO,BEST FIRST,SENSITIVE LEARNING,0,0,678,356,NaN,0.0,0.9990926717709059,0.0,
OPENJPA,2,RANDOM FOREST,NO,BEST FIRST,SENSITIVE LEARNING,0,0,842,383,NaN,0.0,0.9907654905949406,0.0,
OPENJPA,3,RANDOM FOREST,NO,BEST FIRST,SENSITIVE LEARNING,0,0,859,445,NaN,0.0,0.9821088017161319,0.0,
OPENJPA,4,RANDOM FOREST,NO,BEST FIRST,SENSITIVE LEARNING,0,0,919,469,NaN,0.0,0.9961462700487923,0.0,
OPENJPA,5,RANDOM FOREST,NO,BEST FIRST,SENSITIVE LEARNING,0,0,1586,593,NaN,0.0,0.9450934504911228,0.0,
OPENJPA,6,RANDOM FOREST,NO,BEST FIRST,SENSITIVE LEARNING,0,0,1624,594,NaN,0.0,0.9977339072166659,0.0,
OPENJPA,7,RANDOM FOREST,NO,BEST FIRST,SENSITIVE LEARNING,0,0,1947,1474,NaN,0.0,0.5197776699915467,0.0,
OPENJPA,8,RANDOM FOREST,NO,BEST FIRST,SENSITIVE LEARNING,0,0,842,1528,NaN,0.0,0.9916953992612951,0.0,
OPENJPA,9,RANDOM FOREST,NO,BEST FIRST,SENSITIVE LEARNING,0,0,1026,1679,NaN,0.0,0.9401931554450285,0.0,
OPENJPA,10,RANDOM FOREST,NO,BEST FIRST,SENSITIVE LEARNING,0,0,3416,1855,NaN,0.0,0.9628062329169218,0.0,
OPENJPA,11,RANDOM FOREST,NO,BEST FIRST,SENSITIVE LEARNING,0,0,2592,628,NaN,0.0,0.802710876680821,0.0,
OPENJPA,12,RANDOM FOREST,NO,BEST FIRST,SENSITIVE LEARNING,0,0,3047,704,NaN,0.0,0.9867781648118865,0.0,
OPENJPA,13,RANDOM FOREST,NO,BEST FIRST,SENSITIVE LEARNING,0,0,3197,662,NaN,0.0,0.9899369877538138,0.0,
OPENJPA,14,RANDOM FOREST,NO,BEST FIRST,SENSITIVE LEARNING,0,0,3133,659,NaN,0.0,0.9959852701212362,0.0,
OPENJPA,15,RANDOM FOREST,NO,BEST FIRST,SENSITIVE LEARNING,0,0,3186,643,NaN,0.0,0.9982805313682821,0.0,
OPENJPA,16,RANDOM FOREST,NO,BEST FIRST,SENSITIVE LEARNING,0,0,3668,205,NaN,0.0,0.9339661409154986,0.0,
OPENJPA,17,RANDOM FOREST,NO,BEST FIRST,SENSITIVE LEARNING,0,0,3914,0,NaN,NaN,NaN,1.0,
OPENJPA,1,NAIVE BAYES,NO,BEST FIRST,SENSITIVE LEARNING,43,8,670,313,0.8431372549019608,0.12078651685393259,0.6986303072486825,0.1368229976646574,
OPENJPA,2,NAIVE BAYES,NO,BEST FIRST,SENSITIVE LEARNING,0,0,842,383,NaN,0.0,0.9910538752069857,0.0,
OPENJPA,3,NAIVE BAYES,NO,BEST FIRST,SENSITIVE LEARNING,0,0,859,445,NaN,0.0,0.9825234463904985,0.0,
OPENJPA,4,NAIVE BAYES,NO,BEST FIRST,SENSITIVE LEARNING,90,29,890,379,0.7563025210084033,0.19189765458422176,0.8510177234455734,0.19618691822256779,
OPENJPA,5,NAIVE BAYES,NO,BEST FIRST,SENSITIVE LEARNING,0,0,1586,593,NaN,0.0,0.9454395437310872,0.0,
OPENJPA,6,NAIVE BAYES,NO,BEST FIRST,SENSITIVE LEARNING,0,0,1624,594,NaN,0.0,0.996050923852648,0.0,
OPENJPA,7,NAIVE BAYES,NO,BEST FIRST,SENSITIVE LEARNING,114,720,1227,1360,0.1366906474820144,0.0773405698778833,0.3114986072578695,-0.308742483956332,
OPENJPA,8,NAIVE BAYES,NO,BEST FIRST,SENSITIVE LEARNING,1468,805,37,60,0.645842498900132,0.9607329842931938,0.947166354727587,0.005834879505276873,
OPENJPA,9,NAIVE BAYES,NO,BEST FIRST,SENSITIVE LEARNING,0,0,1026,1679,NaN,0.0,0.9416473070041924,0.0,
OPENJPA,10,NAIVE BAYES,NO,BEST FIRST,SENSITIVE LEARNING,0,0,3416,1855,NaN,0.0,0.9626522879488943,0.0,
OPENJPA,11,NAIVE BAYES,NO,BEST FIRST,SENSITIVE LEARNING,144,971,1621,484,0.12914798206278028,0.22929936305732485,0.4989418077180153,-0.11231665566640243,
OPENJPA,12,NAIVE BAYES,NO,BEST FIRST,SENSITIVE LEARNING,113,70,2977,591,0.6174863387978142,0.16051136363636365,0.8663259968821792,0.1922356052651383,
OPENJPA,13,NAIVE BAYES,NO,BEST FIRST,SENSITIVE LEARNING,98,95,3102,564,0.5077720207253886,0.14803625377643503,0.8967864982938121,0.16453558298151078,
OPENJPA,14,NAIVE BAYES,NO,BEST FIRST,SENSITIVE LEARNING,4,0,3133,655,1.0,0.006069802731411229,0.9943803952927547,0.009990338102633323,
OPENJPA,15,NAIVE BAYES,NO,BEST FIRST,SENSITIVE LEARNING,55,53,3133,588,0.5092592592592593,0.08553654743390357,0.9554353758033542,0.10315450301111777,
OPENJPA,16,NAIVE BAYES,NO,BEST FIRST,SENSITIVE LEARNING,40,110,3558,165,0.26666666666666666,0.1951219512195122,0.9195135250152938,0.18907961306974508,
OPENJPA,17,NAIVE BAYES,NO,BEST FIRST,SENSITIVE LEARNING,0,103,3811,0,0.0,NaN,NaN,0.0,
OPENJPA,1,IBK,NO,BEST FIRST,SENSITIVE LEARNING,339,18,660,17,0.9495798319327731,0.952247191011236,0.9594830300619801,0.9250814601973262,
OPENJPA,2,IBK,NO,BEST FIRST,SENSITIVE LEARNING,355,0,842,28,1.0,0.9268929503916449,0.9910538752069857,0.9457381509839903,
OPENJPA,3,IBK,NO,BEST FIRST,SENSITIVE LEARNING,382,0,859,63,1.0,0.8584269662921349,0.9825234463904985,0.8887474472798973,
OPENJPA,4,IBK,NO,BEST FIRST,SENSITIVE LEARNING,451,19,900,18,0.9595744680851064,0.9616204690831557,0.9699288417232971,0.9404548785351873,
OPENJPA,5,IBK,NO,BEST FIRST,SENSITIVE LEARNING,463,6,1580,130,0.9872068230277186,0.7807757166947723,0.9454395437310872,0.8314181301852704,
OPENJPA,6,IBK,NO,BEST FIRST,SENSITIVE LEARNING,580,9,1615,14,0.9847198641765704,0.9764309764309764,0.996050923852648,0.9734876793118251,
OPENJPA,7,IBK,NO,BEST FIRST,SENSITIVE LEARNING,592,530,1417,882,0.5276292335115864,0.4016282225237449,0.5510112276549735,0.1332807010618561,
OPENJPA,8,IBK,NO,BEST FIRST,SENSITIVE LEARNING,1487,27,815,41,0.9821664464993395,0.9731675392670157,0.9673894118963824,0.9376015388213211,
OPENJPA,9,IBK,NO,BEST FIRST,SENSITIVE LEARNING,1435,93,933,244,0.9391361256544503,0.8546754020250149,0.9416473070041924,0.7427742965328419,
OPENJPA,10,IBK,NO,BEST FIRST,SENSITIVE LEARNING,1670,9,3407,185,0.9946396664681358,0.9002695417789758,0.9626522879488943,0.9175252027966974,
OPENJPA,11,IBK,NO,BEST FIRST,SENSITIVE LEARNING,604,1441,1151,24,0.29535452322738387,0.9617834394904459,0.6941827376739798,0.21880123341072505,
OPENJPA,12,IBK,NO,BEST FIRST,SENSITIVE LEARNING,636,87,2960,68,0.8796680497925311,0.9034090909090909,0.9314079422382672,0.8658717007179056,
OPENJPA,13,IBK,NO,BEST FIRST,SENSITIVE LEARNING,640,116,3081,22,0.8465608465608465,0.9667673716012085,0.9600931103271855,0.8808928773519287,
OPENJPA,14,IBK,NO,BEST FIRST,SENSITIVE LEARNING,654,3,3130,5,0.9954337899543378,0.992412746585736,0.996475910894211,0.9926446520248302,
OPENJPA,15,IBK,NO,BEST FIRST,SENSITIVE LEARNING,642,16,3170,1,0.9756838905775076,0.9984447900466563,0.9974589939070525,0.9842593391935516,
OPENJPA,16,IBK,NO,BEST FIRST,SENSITIVE LEARNING,203,449,3219,2,0.3113496932515337,0.9902439024390244,0.9350686224964758,0.42764940899607806,
OPENJPA,17,IBK,NO,BEST FIRST,SENSITIVE LEARNING,0,209,3705,0,0.0,NaN,NaN,0.0,
OPENJPA,1,RANDOM FOREST,UNDERSAMPLING,BEST FIRST,NO,354,40,638,2,0.8984771573604061,0.9943820224719101,0.997891186901329,0.9122617036923301,
OPENJPA,2,RANDOM FOREST,UNDERSAMPLING,BEST FIRST,NO,355,0,842,28,1.0,0.9268929503916449,0.9786409332498155,0.9457381509839903,
OPENJPA,3,RANDOM FOREST,UNDERSAMPLING,BEST FIRST,NO,382,0,859,63,1.0,0.8584269662921349,0.9515402022210304,0.8887474472798973,
OPENJPA,4,RANDOM FOREST,UNDERSAMPLING,BEST FIRST,NO,445,9,910,24,0.9801762114537445,0.9488272921108742,0.9924607492616198,0.9464451075213499,
OPENJPA,5,RANDOM FOREST,UNDERSAMPLING,BEST FIRST,NO,463,6,1580,130,0.9872068230277186,0.7807757166947723,0.9192443790417417,0.8314181301852704,
OPENJPA,6,RANDOM FOREST,UNDERSAMPLING,BEST FIRST,NO,580,9,1615,14,0.9847198641765704,0.9764309764309764,0.9904421887180508,0.9734876793118251,
OPENJPA,7,RANDOM FOREST,UNDERSAMPLING,BEST FIRST,NO,706,592,1355,768,0.5439137134052389,0.4789687924016282,0.554813479876148,0.17748547336978934,
OPENJPA,8,RANDOM FOREST,UNDERSAMPLING,BEST FIRST,NO,1471,210,632,57,0.8750743604997026,0.962696335078534,0.9858772431632488,0.7436222598385701,
OPENJPA,9,RANDOM FOREST,UNDERSAMPLING,BEST FIRST,NO,789,53,973,890,0.9370546318289786,0.4699225729600953,0.9269946257344771,0.3609973172967349,
OPENJPA,10,RANDOM FOREST,UNDERSAMPLING,BEST FIRST,NO,1852,2413,1003,3,0.434232121922626,0.9983827493261456,0.8394777706938018,0.22516280436643646,
OPENJPA,11,RANDOM FOREST,UNDERSAMPLING,BEST FIRST,NO,597,1960,632,31,0.2334767305436058,0.9506369426751592,0.7851258404104742,0.08987482872210363,
OPENJPA,12,RANDOM FOREST,UNDERSAMPLING,BEST FIRST,NO,645,513,2534,59,0.5569948186528497,0.9161931818181818,0.9637166400632515,0.5992504900168065,
OPENJPA,13,RANDOM FOREST,UNDERSAMPLING,BEST FIRST,NO,662,429,2768,0,0.6067827681026581,1.0,0.9868489813429697,0.6888337838368692,
OPENJPA,14,RANDOM FOREST,UNDERSAMPLING,BEST FIRST,NO,659,2489,644,0,0.20933926302414232,1.0,0.9965945752470035,0.0825104888850869,
OPENJPA,15,RANDOM FOREST,UNDERSAMPLING,BEST FIRST,NO,640,15,3171,3,0.9770992366412213,0.995334370139969,0.9956792401437471,0.9833026141358698,
OPENJPA,16,RANDOM FOREST,UNDERSAMPLING,BEST FIRST,NO,197,445,3223,8,0.3068535825545171,0.9609756097560975,0.9239314306992579,0.41851299097080036,
OPENJPA,17,RANDOM FOREST,UNDERSAMPLING,BEST FIRST,NO,0,535,3379,0,0.0,NaN,NaN,0.0,
OPENJPA,1,NAIVE BAYES,UNDERSAMPLING,BEST FIRST,NO,48,9,669,308,0.8421052631578947,0.1348314606741573,0.7743880713267708,0.15184056223444722,
OPENJPA,2,NAIVE BAYES,UNDERSAMPLING,BEST FIRST,NO,355,0,842,28,1.0,0.9268929503916449,0.9786409332498155,0.9457381509839903,
OPENJPA,3,NAIVE BAYES,UNDERSAMPLING,BEST FIRST,NO,382,0,859,63,1.0,0.8584269662921349,0.9516134517534107,0.8887474472798973,
OPENJPA,4,NAIVE BAYES,UNDERSAMPLING,BEST FIRST,NO,122,51,868,347,0.7052023121387283,0.2601279317697228,0.8436490019976288,0.24203166205191384,
OPENJPA,5,NAIVE BAYES,UNDERSAMPLING,BEST FIRST,NO,463,6,1580,130,0.9872068230277186,0.7807757166947723,0.918953575658853,0.8314181301852704,
OPENJPA,6,NAIVE BAYES,UNDERSAMPLING,BEST FIRST,NO,580,9,1615,14,0.9847198641765704,0.9764309764309764,0.9897186147186147,0.9734876793118251,
OPENJPA,7,NAIVE BAYES,UNDERSAMPLING,BEST FIRST,NO,199,1186,761,1275,0.14368231046931407,0.1350067842605156,0.3104208610958375,-0.47763862316084543,
OPENJPA,8,NAIVE BAYES,UNDERSAMPLING,BEST FIRST,NO,1490,826,16,38,0.6433506044905009,0.975130890052356,0.9454905889741453,-0.0074269993269652605,
OPENJPA,9,NAIVE BAYES,UNDERSAMPLING,BEST FIRST,NO,789,53,973,890,0.9370546318289786,0.4699225729600953,0.9266402307137708,0.3609973172967349,
OPENJPA,10,NAIVE BAYES,UNDERSAMPLING,BEST FIRST,NO,1020,6,3410,835,0.9941520467836257,0.5498652291105122,0.8393310850476906,0.6104404922942915,
OPENJPA,11,NAIVE BAYES,UNDERSAMPLING,BEST FIRST,NO,439,1897,695,189,0.1879280821917808,0.6990445859872612,0.5035834168829126,-0.016165652859034305,
OPENJPA,12,NAIVE BAYES,UNDERSAMPLING,BEST FIRST,NO,201,241,2806,503,0.45475113122171945,0.28551136363636365,0.8802074786675419,0.24088447383381717,
OPENJPA,13,NAIVE BAYES,UNDERSAMPLING,BEST FIRST,NO,142,199,2998,520,0.41642228739002934,0.21450151057401812,0.888329977027179,0.18849209424838698,
OPENJPA,14,NAIVE BAYES,UNDERSAMPLING,BEST FIRST,NO,22,5,3128,637,0.8148148148148148,0.03338391502276176,0.9971394625812549,0.05115978869138767,
OPENJPA,15,NAIVE BAYES,UNDERSAMPLING,BEST FIRST,NO,642,155,3031,1,0.8055207026348808,0.9984447900466563,0.9548581517701374,0.8669306708358413,
OPENJPA,16,NAIVE BAYES,UNDERSAMPLING,BEST FIRST,NO,204,592,3076,1,0.2562814070351759,0.9951219512195122,0.9189582945447775,0.3531388281073752,
OPENJPA,17,NAIVE BAYES,UNDERSAMPLING,BEST FIRST,NO,0,266,3648,0,0.0,NaN,NaN,0.0,
OPENJPA,1,IBK,UNDERSAMPLING,BEST FIRST,NO,344,136,542,12,0.7166666666666667,0.9662921348314607,0.8808127009379868,0.7072076898351523,
OPENJPA,2,IBK,UNDERSAMPLING,BEST FIRST,NO,355,0,842,28,1.0,0.9268929503916449,0.9786409332498155,0.9457381509839903,
OPENJPA,3,IBK,UNDERSAMPLING,BEST FIRST,NO,382,0,859,63,1.0,0.8584269662921349,0.9516134517534107,0.8887474472798973,
OPENJPA,4,IBK,UNDERSAMPLING,BEST FIRST,NO,454,148,771,15,0.7541528239202658,0.9680170575692963,0.9072146650549522,0.7545819810125484,
OPENJPA,5,IBK,UNDERSAMPLING,BEST FIRST,NO,463,6,1580,130,0.9872068230277186,0.7807757166947723,0.918953575658853,0.8314181301852704,
OPENJPA,6,IBK,UNDERSAMPLING,BEST FIRST,NO,580,9,1615,14,0.9847198641765704,0.9764309764309764,0.9897186147186147,0.9734876793118251,
OPENJPA,7,IBK,UNDERSAMPLING,BEST FIRST,NO,764,842,1105,710,0.47571606475716066,0.5183175033921302,0.5393933121895774,0.0849334182667517,
OPENJPA,8,IBK,UNDERSAMPLING,BEST FIRST,NO,1488,228,614,40,0.8671328671328671,0.9738219895287958,0.9645559220753379,0.740134130654648,
OPENJPA,9,IBK,UNDERSAMPLING,BEST FIRST,NO,789,53,973,890,0.9370546318289786,0.4699225729600953,0.9266402307137708,0.3609973172967349,
OPENJPA,10,IBK,UNDERSAMPLING,BEST FIRST,NO,1020,6,3410,835,0.9941520467836257,0.5498652291105122,0.8393310850476906,0.6104404922942915,
OPENJPA,11,IBK,UNDERSAMPLING,BEST FIRST,NO,608,1967,625,20,0.23611650485436894,0.9681528662420382,0.6830343978532672,0.0962389786791648,
OPENJPA,12,IBK,UNDERSAMPLING,BEST FIRST,NO,656,573,2474,48,0.5337672904800651,0.9318181818181818,0.8681238252230211,0.578031687327261,
OPENJPA,13,IBK,UNDERSAMPLING,BEST FIRST,NO,646,548,2649,16,0.541038525963149,0.9758308157099698,0.9133182354681079,0.6100517285120277,
OPENJPA,14,IBK,UNDERSAMPLING,BEST FIRST,NO,654,9,3124,5,0.9864253393665159,0.992412746585736,0.9947794949935752,0.9871743022185501,
OPENJPA,15,IBK,UNDERSAMPLING,BEST FIRST,NO,642,132,3054,1,0.8294573643410853,0.9984447900466563,0.9965293337199392,0.8850521033539496,
OPENJPA,16,IBK,UNDERSAMPLING,BEST FIRST,NO,204,580,3088,1,0.2602040816326531,0.9951219512195122,0.925530627443679,0.3587231191490804,
OPENJPA,17,IBK,UNDERSAMPLING,BEST FIRST,NO,0,1310,2604,0,0.0,NaN,NaN,0.0,
OPENJPA,1,RANDOM FOREST,UNDERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,0,0,678,356,NaN,0.0,0.5,0.0,
OPENJPA,2,RANDOM FOREST,UNDERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,0,0,842,383,NaN,0.0,0.5,0.0,
OPENJPA,3,RANDOM FOREST,UNDERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,0,0,859,445,NaN,0.0,0.5,0.0,
OPENJPA,4,RANDOM FOREST,UNDERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,0,0,919,469,NaN,0.0,0.5,0.0,
OPENJPA,5,RANDOM FOREST,UNDERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,0,0,1586,593,NaN,0.0,0.5,0.0,
OPENJPA,6,RANDOM FOREST,UNDERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,0,0,1624,594,NaN,0.0,0.5,0.0,
OPENJPA,7,RANDOM FOREST,UNDERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,3,0,1947,1471,1.0,0.0020352781546811396,0.5010176390773405,0.0023160314299858977,
OPENJPA,8,RANDOM FOREST,UNDERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,0,0,842,1528,NaN,0.0,0.5,0.0,
OPENJPA,9,RANDOM FOREST,UNDERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,0,0,1026,1679,NaN,0.0,0.5,0.0,
OPENJPA,10,RANDOM FOREST,UNDERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,0,0,3416,1855,NaN,0.0,0.5,0.0,
OPENJPA,11,RANDOM FOREST,UNDERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,0,1,2591,628,0.0,0.0,0.4998070987654321,-6.205153439216409E-4,
OPENJPA,12,RANDOM FOREST,UNDERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,0,0,3047,704,NaN,0.0,0.5,0.0,
OPENJPA,13,RANDOM FOREST,UNDERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,0,0,3197,662,NaN,0.0,0.5,0.0,
OPENJPA,14,RANDOM FOREST,UNDERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,0,0,3133,659,NaN,0.0,0.5,0.0,
OPENJPA,15,RANDOM FOREST,UNDERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,0,0,3186,643,NaN,0.0,0.5,0.0,
OPENJPA,16,RANDOM FOREST,UNDERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,0,0,3668,205,NaN,0.0,0.5,0.0,
OPENJPA,17,RANDOM FOREST,UNDERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,0,0,3914,0,NaN,NaN,NaN,1.0,
OPENJPA,1,NAIVE BAYES,UNDERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,43,8,670,313,0.8431372549019608,0.12078651685393259,0.5544935534122171,0.1368229976646574,
OPENJPA,2,NAIVE BAYES,UNDERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,0,0,842,383,NaN,0.0,0.5,0.0,
OPENJPA,3,NAIVE BAYES,UNDERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,0,0,859,445,NaN,0.0,0.5,0.0,
OPENJPA,4,NAIVE BAYES,UNDERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,98,36,883,371,0.7313432835820896,0.208955223880597,0.5848911048673932,0.2057665703134665,
OPENJPA,5,NAIVE BAYES,UNDERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,0,0,1586,593,NaN,0.0,0.5,0.0,
OPENJPA,6,NAIVE BAYES,UNDERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,0,0,1624,594,NaN,0.0,0.5,0.0,
OPENJPA,7,NAIVE BAYES,UNDERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,134,633,1314,1340,0.17470664928292046,0.09090909090909091,0.3828967642526965,-0.24869605917846116,
OPENJPA,8,NAIVE BAYES,UNDERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,1471,807,35,57,0.6457418788410887,0.962696335078534,0.5021320155202647,0.005329701183104211,
OPENJPA,9,NAIVE BAYES,UNDERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,0,0,1026,1679,NaN,0.0,0.5,0.0,
OPENJPA,10,NAIVE BAYES,UNDERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,0,0,3416,1855,NaN,0.0,0.5,0.0,
OPENJPA,11,NAIVE BAYES,UNDERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,296,1183,1409,332,0.20013522650439486,0.4713375796178344,0.50746662931509,0.009867430254544498,
OPENJPA,12,NAIVE BAYES,UNDERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,152,118,2929,552,0.562962962962963,0.2159090909090909,0.588591237282573,0.23222458951386873,
OPENJPA,13,NAIVE BAYES,UNDERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,122,158,3039,540,0.4357142857142857,0.18429003021148035,0.5674343488561312,0.17487619690619427,
OPENJPA,14,NAIVE BAYES,UNDERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,4,0,3133,655,1.0,0.006069802731411229,0.5030349013657056,0.009990338102633323,
OPENJPA,15,NAIVE BAYES,UNDERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,55,154,3032,588,0.2631578947368421,0.08553654743390357,0.518600037684309,0.05091507228580041,
OPENJPA,16,NAIVE BAYES,UNDERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,56,178,3490,149,0.23931623931623933,0.2731707317073171,0.6123214618187621,0.21058064323100206,
OPENJPA,17,NAIVE BAYES,UNDERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,0,207,3707,0,0.0,NaN,NaN,0.0,
OPENJPA,1,IBK,UNDERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,344,136,542,12,0.7166666666666667,0.9662921348314607,0.8828510821649929,0.7072076898351523,
OPENJPA,2,IBK,UNDERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,355,0,842,28,1.0,0.9268929503916449,0.9634464751958225,0.9457381509839903,
OPENJPA,3,IBK,UNDERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,382,0,859,63,1.0,0.8584269662921349,0.9292134831460674,0.8887474472798973,
OPENJPA,4,IBK,UNDERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,453,141,778,16,0.7626262626262627,0.9658848614072495,0.9062286113347455,0.7626890507387788,
OPENJPA,5,IBK,UNDERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,463,6,1580,130,0.9872068230277186,0.7807757166947723,0.8884963072755072,0.8314181301852704,
OPENJPA,6,IBK,UNDERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,580,9,1615,14,0.9847198641765704,0.9764309764309764,0.9854445522548971,0.9734876793118251,
OPENJPA,7,IBK,UNDERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,661,768,1179,813,0.4625612316305108,0.44843962008141114,0.5269933077294575,0.05418756167514007,
OPENJPA,8,IBK,UNDERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,1487,28,814,41,0.9815181518151815,0.9731675392670157,0.9699566912487098,0.9366670926814532,
OPENJPA,9,IBK,UNDERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,789,53,973,890,0.9370546318289786,0.4699225729600953,0.7091328264410613,0.3609973172967349,
OPENJPA,10,IBK,UNDERSAMPLING,BEST FIRST,SENSITIVE THRESHOLD,1020,6,3410,835,0.9941520467836257,0.5498652291105122,0.7740543944147409,0.6104404922942915,
